"run","corpus","train_log","trace_dir","files_found","sampling_mode","retrieval_memory","regime_sampler","multi_scale_critic","mixed_type_recovery","pcf","eval_points","best_train_epoch","best_train_mmd2","best_train_recall","best_train_combined","last_train_epoch","last_train_combined"
"tencent_v63","tencent","train_tencent_v63.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,175,0.00671,0.518,0.10301,200,0.1101
"tencent_v64","tencent","train_tencent_v64.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,36,150,0.00721,0.543,0.09861,180,0.12963
"tencent_v65","tencent","train_tencent_v65.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,195,0.00711,0.548,0.09741,200,0.10389
"tencent_v66","tencent","train_tencent_v66.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,185,0.00688,0.651,0.07658,200,0.09439
"tencent_v67","tencent","train_tencent_v67.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,65,0.00937,0.518,0.10567,200,0.11502
"tencent_v68","tencent","train_tencent_v68.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,29,70,0.02055,0.592,0.10215,145,0.10839
"tencent_v69","tencent","train_tencent_v69.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,40,60,0.01259,0.531,0.10629,200,0.11422
"tencent_v70","tencent","train_tencent_v70.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,TRUE,FALSE,FALSE,14,70,0.00974,0.537,0.10224,70,0.10224
"tencent_v71","tencent","train_tencent_v71.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,1,5,0.04208,0.387,0.16478,5,0.16478
"tencent_v72","tencent","train_tencent_v72.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,1,5,0.06399,0.354,0.19309,5,0.19309
"tencent_v73","tencent","train_tencent_v73.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,26,90,0.01289,0.444,0.12419,130,0.16611
"tencent_v74","tencent","train_tencent_v74.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,195,0.00466,0.7,0.06476,200,0.08624
"tencent_v75","tencent","train_tencent_v75.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,200,0.0077,0.583,0.0912,200,0.0912
"tencent_v76","tencent","train_tencent_v76.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,200,0.01053,0.571,0.09633,200,0.09633
"tencent_v77","tencent","train_tencent_v77.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,40,125,0.00846,0.544,0.09956,200,0.11388
"tencent_v78","tencent","train_tencent_v78.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,39,110,0.00645,0.615,0.08355,195,0.10978
"tencent_v79","tencent","train_tencent_v79.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,22,80,0.01201,0.477,0.11661,110,0.121
"tencent_v80","tencent","train_tencent_v80.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,19,50,0.01285,0.445,0.12385,95,0.13674
"tencent_v81","tencent","train_tencent_v81.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,17,60,0.00812,0.524,0.10332,85,0.19121
"tencent_v82","tencent","train_tencent_v82.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,40,200,0.0061,0.621,0.082,200,0.082
"tencent_v83","tencent","train_tencent_v83.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,23,115,0.01238,0.48,0.11628,115,0.11628
"tencent_v84","tencent","train_tencent_v84.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,22,80,0.01038,0.524,0.10548,110,0.11977
"tencent_v85","tencent","train_tencent_v85.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,40,155,0.00919,0.568,0.09569,200,0.13387
"tencent_v86","tencent","train_tencent_v86.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,40,170,0.01262,0.548,0.10302,200,0.11799
"tencent_v87","tencent","train_tencent_v87.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,15,40,0.02601,0.457,0.13461,75,0.1568
"tencent_v88","tencent","train_tencent_v88.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,36,125,0.01387,0.532,0.10737,180,0.12934
"tencent_v89","tencent","train_tencent_v89.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,13,25,0.02592,0.454,0.13522,65,0.16253
"tencent_v90","tencent","train_tencent_v90.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,40,95,0.01598,0.53,0.10998,200,0.11341
"tencent_v91","tencent","train_tencent_v91.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,6,25,0.03839,0.336,0.17129,30,0.17998
"tencent_v92","tencent","train_tencent_v92.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,24,70,0.01936,0.41,0.13726,120,0.14691
"tencent_v93","tencent","train_tencent_v93.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,40,185,0.01194,0.517,0.10854,200,0.11712
"tencent_v94","tencent","train_tencent_v94.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,22,110,0.01901,0.415,0.13591,110,0.13591
"tencent_v95","tencent","train_tencent_v95.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,14,20,0.0224,0.447,0.133,70,0.13928
"tencent_v96","tencent","train_tencent_v96.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,40,115,0.01826,0.497,0.11876,200,0.13259
"tencent_v97","tencent","train_tencent_v97.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,20,60,0.02556,0.41,0.14346,100,0.14984
"tencent_v98_resumed","tencent","train_tencent_v98_resumed.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,28,165,0.01292,0.407,0.13152,200,0.15176
"tencent_v98","tencent","train_tencent_v98.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,FALSE,13,60,0.01773,0.327,0.15243,65,0.16296
"tencent_v99","tencent","train_tencent_v99.log","/home/darrell/traces/tencent_block_1M",3234,"block sampling",FALSE,8,FALSE,FALSE,TRUE,19,60,0.01301,0.588,0.09541,95,0.10729
"v15","other","train_v15.log","/home/darrell/traces/tencent_block_1M",2234,"random",FALSE,0,FALSE,FALSE,FALSE,29,100,0.02909,0.294,0.17029,145,0.18759
"v16","other","train_v16.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,30,130,0.0536,0.117,0.2303,150,0.27621
"v17","other","train_v17.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,190,0.00701,0.466,0.11391,200,0.13428
"v18","other","train_v18.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,50,205,0.0116,0.478,0.1159,250,0.13443
"v19","other","train_v19.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,50,225,0.00945,0.367,0.17745,250,0.19945
"v20","other","train_v20.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,60,210,0.00755,0.549,0.13095,300,0.15038
"v21","other","train_v21.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,47,35,0.02163,0.334,0.18827,235,0.20542
"v22","other","train_v22.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,190,0.01059,0.45,0.15446,200,0.21635
"v23","other","train_v23.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,39,165,0.0137,0.379,0.16924,195,0.21535
"v24","other","train_v24.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,22,170,0.0065,0.545,0.0974,200,0.11145
"v25","other","train_v25.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,14,50,0.02425,0.278,0.16875,70,0.18694
"v26","other","train_v26.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,190,0.01255,0.521,0.10835,200,0.12123
"v27","other","train_v27.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,7,20,0.05484,0.172,0.22054,35,0.24382
"v28","other","train_v28.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,22,70,0.01183,0.508,0.11023,110,0.30419
"v29","other","train_v29.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,19,20,0.00971,0.674,0.07491,95,0.20559
"v30","other","train_v30.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,10,25,0.01386,0.37,0.13986,50,0.14824
"v31","other","train_v31.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,70,0.01167,0.591,0.09357,200,0.14161
"v32","other","train_v32.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,28,110,0.00666,0.594,0.08786,140,0.13144
"v33","other","train_v33.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,70,0.01551,0.683,0.07881,200,0.31369
"v34","other","train_v34.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,150,0.01071,0.619,0.08701,200,0.10863
"v35","other","train_v35.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,65,0.0133,0.609,0.0915,200,0.12073
"v36","other","train_v36.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,100,0.00956,0.613,0.08696,200,0.23239
"v37","other","train_v37.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,15,60,0.00756,0.577,0.09226,75,0.11546
"v38","other","train_v38.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,1,5,0.04632,0.29,0.18832,5,0.18832
"v39","other","train_v39.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,6,25,0.04161,0.218,0.19791,30,0.22061
"v40","other","train_v40.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,12,30,0.02006,0.402,0.13976,60,0.15544
"v41","other","train_v41.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,10,35,0.01718,0.406,0.13608,50,0.2242
"v42","other","train_v42.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,5,5,0.0324,0.291,0.1741,25,0.18429
"v43","other","train_v43.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,20,75,0.01191,0.476,0.11671,100,0.12171
"v44","other","train_v44.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,40,160,0.01213,0.444,0.12343,200,0.14086
"v45","other","train_v45.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,26,120,0.01632,0.483,0.11962,130,0.12895
"v46","other","train_v46.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,19,90,0.01737,0.463,0.12477,95,0.13944
"v47","other","train_v47.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,13,65,0.02583,0.385,0.14893,65,0.14893
"v48","other","train_v48.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,11,20,0.02284,0.309,0.16104,55,0.17513
"v49","other","train_v49.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,7,10,0.0262,0.37,0.1522,35,0.20124
"v50","other","train_v50.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,7,15,0.04745,0.31,0.18545,35,0.19812
"v51","other","train_v51.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,5,5,0.0293,0.426,0.1441,25,0.15538
"v52","other","train_v52.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,FALSE,FALSE,9,20,0.02046,0.383,0.14396,45,0.15395
"v53_pretrain","other","train_v53_pretrain.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,TRUE,FALSE,0,NA,NA,NA,NA,NA,NA
"v53","other","train_v53.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,0,FALSE,TRUE,FALSE,4,20,0.02162,0.237,0.17412,20,0.17412
"v54","other","train_v54.log","/home/darrell/traces/tencent_block_1M",3234,"random",FALSE,8,FALSE,FALSE,FALSE,22,75,0.01792,0.55,0.10792,110,0.13772
